City Name,Year,Month,Day of Week,Time of Day,Number of Vehicles Involved,Vehicle Type Involved,Number of Casualties,Number of Fatalities,Weather Conditions,Road Type,Road Condition,Lighting Conditions,Traffic Control Presence,Speed Limit (km/h),Driver Age,Driver Gender,Driver License Status,Alcohol Involvement,Accident Location Details,Accident Severity
0.22465883811106707,0.2890158080352394,0.7284413150409977,-1.0109427700548685,-0.09497614886482894,1.420110213461054,0.008807927376193282,-1.5808226490697055,0.9144042425962488,-0.023663650787013317,-1.3232720308804529,1.3520734055881851,-1.3348060918753166,1.3079808730904976,-0.5217256571477799,1.4230734958565332,1.0570743319865024,-0.020048196729299004,1.0045234479657275,-0.4314730795309018,2
-1.2974135521365815,-1.5016507096585867,-0.44401942396908123,1.4850334100710487,0.14902929712720783,1.420110213461054,1.0023421354107847,-0.014541871819729034,0.9144042425962488,-0.023663650787013317,0.46025603333469584,-0.4627823729209236,1.3457518474841343,1.3079808730904976,0.6411016146715457,1.0325706812296676,1.0570743319865024,-0.020048196729299004,1.0045234479657275,1.3566758753186074,1
0.22465883811106707,1.48279348649779,0.7284413150409977,1.4850334100710487,1.0455436885810956,1.420110213461054,0.505575031393489,0.29871428363026625,1.4991253228958907,-0.7363301045861891,-1.3232720308804529,0.44464551633363075,-0.4412867787554996,1.3079808730904976,1.691397215024485,-1.180278601655905,-0.9460072671717935,-0.020048196729299004,-0.9954969214756629,-1.3255475569556565,1
-1.2974135521365815,-0.30787303119603593,0.14221094553595828,-0.5117475340296852,-1.687865633374642,0.016739113698011718,-0.9847262806583982,1.5517389054302475,1.4991253228958907,0.6890028030121624,-0.43150799877287854,-0.4627823729209236,-1.3348060918753166,0.415665793185786,0.04093270018415185,-0.6596081821534173,-0.9460072671717935,1.1993538866880573,1.0045234479657275,1.3566758753186074,1
0.22465883811106707,0.2890158080352394,-1.3233649782266406,0.48664293802068176,-1.4411185531579755,1.420110213461054,0.008807927376193282,0.6119704390802615,-0.8397589983026774,-0.7363301045861891,0.46025603333469584,1.3520734055881851,1.3457518474841343,1.3079808730904976,1.5038444292471744,-0.9199433919046611,1.0570743319865024,-0.020048196729299004,-0.9954969214756629,0.46260139789385274,1
0.22465883811106707,-0.30787303119603593,1.0215564997935176,0.9858381740458652,1.5061382383188728,-1.3866319860650305,1.0023421354107847,0.29871428363026625,-0.2550379180030354,1.4016692568113382,1.3520200654422703,-0.4627823729209236,0.4522325343643174,-0.47664928671892565,-1.0093629001687874,-0.008770157775307735,1.0570743319865024,-1.2394502801466554,1.0045234479657275,-1.3255475569556565,2
0.22465883811106707,0.2890158080352394,1.3146716845460373,-1.0109427700548685,-0.366397937103162,-0.6849464361835094,1.4991092394280805,1.2384827499802522,1.4991253228958907,-0.7363301045861891,0.46025603333469584,0.44464551633363075,1.3457518474841343,-0.47664928671892565,1.3538022006253259,0.2515650519759361,-0.9460072671717935,-0.020048196729299004,-0.9954969214756629,1.3566758753186074,0
0.22465883811106707,0.8859046472665147,-1.0302497934741208,1.4850334100710487,-1.3917691371146423,0.016739113698011718,1.0023421354107847,-1.2675664936197102,1.4991253228958907,-1.448996558385365,-0.43150799877287854,-1.370210262175478,-1.3348060918753166,-0.47664928671892565,-0.48421509999231777,-0.13893776265092964,-0.9460072671717935,1.1993538866880573,-0.9954969214756629,-0.4314730795309018,1
-1.9497302908141452,0.2890158080352394,-0.1509042392165615,-0.5117475340296852,1.4650137249494286,0.016739113698011718,1.0023421354107847,0.6119704390802615,-0.8397589983026774,-1.448996558385365,0.46025603333469584,-1.370210262175478,-0.4412867787554996,1.3079808730904976,-1.497000143189795,0.5769840641649908,1.0570743319865024,1.1993538866880573,-0.9954969214756629,1.3566758753186074,0
-1.9497302908141452,-1.5016507096585867,-1.3233649782266406,-0.5117475340296852,0.5355997227999851,-0.6849464361835094,-0.48795917664110244,-0.6410541827197196,-0.2550379180030354,-0.7363301045861891,-0.43150799877287854,0.44464551633363075,-1.3348060918753166,1.3079808730904976,1.3162916434698637,0.381732656851558,-0.9460072671717935,-0.020048196729299004,1.0045234479657275,1.3566758753186074,0
